member #,member name,submission #,bid
340,Janet Diaz,598,maybe
340,Janet Diaz,606,maybe
340,Janet Diaz,623,yes
340,Janet Diaz,661,maybe
340,Janet Diaz,683,maybe
340,Janet Diaz,706,yes
340,Janet Diaz,710,yes
340,Janet Diaz,753,maybe
340,Janet Diaz,807,maybe
340,Janet Diaz,869,maybe
340,Janet Diaz,937,maybe
340,Janet Diaz,955,yes
340,Janet Diaz,995,maybe
341,Pamela Hunt,85,yes
341,Pamela Hunt,97,maybe
341,Pamela Hunt,174,maybe
341,Pamela Hunt,177,yes
341,Pamela Hunt,214,yes
341,Pamela Hunt,267,yes
341,Pamela Hunt,316,yes
341,Pamela Hunt,362,yes
341,Pamela Hunt,408,yes
341,Pamela Hunt,520,maybe
341,Pamela Hunt,539,yes
341,Pamela Hunt,567,maybe
341,Pamela Hunt,572,yes
341,Pamela Hunt,613,yes
341,Pamela Hunt,638,maybe
341,Pamela Hunt,644,maybe
341,Pamela Hunt,658,yes
341,Pamela Hunt,733,yes
341,Pamela Hunt,828,yes
341,Pamela Hunt,907,yes
341,Pamela Hunt,922,maybe
341,Pamela Hunt,933,yes
342,Sarah Coleman,53,maybe
342,Sarah Coleman,126,yes
342,Sarah Coleman,192,yes
342,Sarah Coleman,246,maybe
342,Sarah Coleman,271,yes
342,Sarah Coleman,340,yes
342,Sarah Coleman,448,maybe
342,Sarah Coleman,459,maybe
342,Sarah Coleman,471,yes
342,Sarah Coleman,707,maybe
342,Sarah Coleman,739,yes
342,Sarah Coleman,748,maybe
342,Sarah Coleman,774,maybe
342,Sarah Coleman,856,maybe
342,Sarah Coleman,897,maybe
342,Sarah Coleman,926,maybe
343,Kathy Wilson,39,yes
343,Kathy Wilson,65,maybe
343,Kathy Wilson,110,maybe
343,Kathy Wilson,205,maybe
343,Kathy Wilson,212,yes
343,Kathy Wilson,218,maybe
343,Kathy Wilson,295,yes
343,Kathy Wilson,344,yes
343,Kathy Wilson,362,yes
343,Kathy Wilson,373,yes
343,Kathy Wilson,434,maybe
343,Kathy Wilson,491,maybe
343,Kathy Wilson,595,maybe
343,Kathy Wilson,609,maybe
343,Kathy Wilson,624,maybe
343,Kathy Wilson,645,yes
343,Kathy Wilson,665,yes
343,Kathy Wilson,741,yes
343,Kathy Wilson,755,yes
343,Kathy Wilson,762,yes
344,Robert Young,13,maybe
344,Robert Young,148,yes
344,Robert Young,154,maybe
344,Robert Young,171,maybe
344,Robert Young,221,yes
344,Robert Young,315,yes
344,Robert Young,380,maybe
344,Robert Young,410,maybe
344,Robert Young,511,maybe
344,Robert Young,517,yes
344,Robert Young,551,yes
344,Robert Young,630,yes
344,Robert Young,682,yes
344,Robert Young,715,maybe
344,Robert Young,730,yes
344,Robert Young,821,yes
344,Robert Young,840,maybe
344,Robert Young,841,yes
344,Robert Young,844,maybe
344,Robert Young,874,maybe
344,Robert Young,884,maybe
344,Robert Young,936,maybe
344,Robert Young,949,maybe
344,Robert Young,965,maybe
345,Lindsey Smith,34,maybe
345,Lindsey Smith,115,yes
345,Lindsey Smith,142,yes
345,Lindsey Smith,204,maybe
345,Lindsey Smith,278,yes
345,Lindsey Smith,280,maybe
345,Lindsey Smith,297,yes
345,Lindsey Smith,337,maybe
345,Lindsey Smith,339,maybe
345,Lindsey Smith,355,yes
345,Lindsey Smith,357,yes
345,Lindsey Smith,418,maybe
345,Lindsey Smith,419,maybe
345,Lindsey Smith,473,maybe
345,Lindsey Smith,495,maybe
345,Lindsey Smith,543,maybe
345,Lindsey Smith,674,maybe
345,Lindsey Smith,744,yes
345,Lindsey Smith,784,maybe
345,Lindsey Smith,893,maybe
345,Lindsey Smith,925,maybe
346,Jeremy Johnson,34,maybe
346,Jeremy Johnson,42,yes
346,Jeremy Johnson,123,yes
346,Jeremy Johnson,142,maybe
346,Jeremy Johnson,259,maybe
346,Jeremy Johnson,304,yes
346,Jeremy Johnson,324,yes
346,Jeremy Johnson,409,maybe
346,Jeremy Johnson,464,yes
346,Jeremy Johnson,474,maybe
346,Jeremy Johnson,477,maybe
346,Jeremy Johnson,672,yes
346,Jeremy Johnson,767,maybe
346,Jeremy Johnson,830,maybe
346,Jeremy Johnson,938,maybe
346,Jeremy Johnson,956,maybe
346,Jeremy Johnson,977,yes
346,Jeremy Johnson,992,maybe
347,Jesse Rodriguez,27,yes
347,Jesse Rodriguez,79,maybe
347,Jesse Rodriguez,97,maybe
347,Jesse Rodriguez,134,maybe
347,Jesse Rodriguez,260,maybe
347,Jesse Rodriguez,266,yes
347,Jesse Rodriguez,274,yes
347,Jesse Rodriguez,286,maybe
347,Jesse Rodriguez,355,yes
347,Jesse Rodriguez,364,yes
347,Jesse Rodriguez,410,maybe
347,Jesse Rodriguez,470,maybe
347,Jesse Rodriguez,474,yes
347,Jesse Rodriguez,482,yes
347,Jesse Rodriguez,583,yes
347,Jesse Rodriguez,625,maybe
347,Jesse Rodriguez,631,yes
347,Jesse Rodriguez,703,maybe
347,Jesse Rodriguez,718,maybe
347,Jesse Rodriguez,755,yes
347,Jesse Rodriguez,765,maybe
347,Jesse Rodriguez,766,yes
347,Jesse Rodriguez,991,yes
348,Gregory Mitchell,37,maybe
348,Gregory Mitchell,60,yes
348,Gregory Mitchell,61,maybe
348,Gregory Mitchell,105,maybe
348,Gregory Mitchell,136,yes
348,Gregory Mitchell,170,maybe
348,Gregory Mitchell,176,yes
348,Gregory Mitchell,195,maybe
348,Gregory Mitchell,221,maybe
348,Gregory Mitchell,256,yes
348,Gregory Mitchell,290,maybe
348,Gregory Mitchell,310,yes
348,Gregory Mitchell,419,maybe
348,Gregory Mitchell,426,yes
348,Gregory Mitchell,436,yes
348,Gregory Mitchell,484,yes
348,Gregory Mitchell,532,maybe
348,Gregory Mitchell,592,yes
348,Gregory Mitchell,632,maybe
348,Gregory Mitchell,647,maybe
348,Gregory Mitchell,650,maybe
348,Gregory Mitchell,731,yes
348,Gregory Mitchell,800,yes
348,Gregory Mitchell,812,yes
348,Gregory Mitchell,849,maybe
348,Gregory Mitchell,870,maybe
348,Gregory Mitchell,899,maybe
348,Gregory Mitchell,901,yes
348,Gregory Mitchell,951,yes
348,Gregory Mitchell,985,maybe
349,Mrs. Audrey,3,yes
349,Mrs. Audrey,26,maybe
349,Mrs. Audrey,160,yes
349,Mrs. Audrey,187,yes
349,Mrs. Audrey,191,yes
349,Mrs. Audrey,307,maybe
349,Mrs. Audrey,405,yes
349,Mrs. Audrey,423,yes
349,Mrs. Audrey,430,yes
349,Mrs. Audrey,438,maybe
349,Mrs. Audrey,465,maybe
349,Mrs. Audrey,551,yes
349,Mrs. Audrey,628,maybe
349,Mrs. Audrey,631,yes
349,Mrs. Audrey,720,yes
349,Mrs. Audrey,822,maybe
349,Mrs. Audrey,923,maybe
349,Mrs. Audrey,995,maybe
350,Julie Wallace,26,maybe
350,Julie Wallace,64,maybe
350,Julie Wallace,82,maybe
350,Julie Wallace,139,yes
350,Julie Wallace,271,maybe
350,Julie Wallace,318,yes
350,Julie Wallace,335,yes
350,Julie Wallace,358,maybe
350,Julie Wallace,370,yes
350,Julie Wallace,372,maybe
350,Julie Wallace,407,maybe
350,Julie Wallace,482,yes
350,Julie Wallace,535,yes
350,Julie Wallace,546,yes
350,Julie Wallace,560,maybe
350,Julie Wallace,582,maybe
350,Julie Wallace,653,yes
350,Julie Wallace,687,yes
350,Julie Wallace,741,maybe
350,Julie Wallace,746,maybe
350,Julie Wallace,884,yes
350,Julie Wallace,915,maybe
350,Julie Wallace,940,yes
350,Julie Wallace,980,maybe
351,Roy Davies,23,yes
351,Roy Davies,52,maybe
351,Roy Davies,73,maybe
351,Roy Davies,332,yes
351,Roy Davies,353,maybe
351,Roy Davies,363,yes
351,Roy Davies,385,yes
351,Roy Davies,410,yes
351,Roy Davies,508,yes
351,Roy Davies,555,yes
351,Roy Davies,582,yes
351,Roy Davies,648,yes
351,Roy Davies,709,maybe
351,Roy Davies,723,maybe
351,Roy Davies,726,yes
351,Roy Davies,868,maybe
351,Roy Davies,873,yes
351,Roy Davies,895,yes
351,Roy Davies,922,yes
351,Roy Davies,961,yes
352,Mary Gonzales,196,yes
352,Mary Gonzales,376,maybe
352,Mary Gonzales,525,yes
352,Mary Gonzales,579,yes
352,Mary Gonzales,688,yes
352,Mary Gonzales,691,yes
352,Mary Gonzales,740,yes
352,Mary Gonzales,814,yes
352,Mary Gonzales,989,maybe
353,Sue Jensen,99,maybe
353,Sue Jensen,139,yes
353,Sue Jensen,141,yes
353,Sue Jensen,203,yes
353,Sue Jensen,226,maybe
353,Sue Jensen,258,maybe
353,Sue Jensen,362,maybe
353,Sue Jensen,407,yes
353,Sue Jensen,457,maybe
353,Sue Jensen,566,yes
353,Sue Jensen,572,yes
353,Sue Jensen,612,maybe
353,Sue Jensen,641,yes
353,Sue Jensen,740,yes
353,Sue Jensen,742,yes
353,Sue Jensen,783,yes
353,Sue Jensen,868,maybe
353,Sue Jensen,921,maybe
353,Sue Jensen,933,maybe
353,Sue Jensen,980,maybe
353,Sue Jensen,992,maybe
354,Christopher Hays,7,yes
354,Christopher Hays,52,yes
354,Christopher Hays,77,yes
354,Christopher Hays,91,yes
354,Christopher Hays,137,yes
354,Christopher Hays,170,yes
354,Christopher Hays,188,yes
354,Christopher Hays,213,yes
354,Christopher Hays,248,yes
354,Christopher Hays,260,yes
354,Christopher Hays,275,yes
354,Christopher Hays,279,yes
354,Christopher Hays,280,yes
354,Christopher Hays,293,yes
354,Christopher Hays,299,yes
354,Christopher Hays,319,yes
354,Christopher Hays,372,yes
354,Christopher Hays,416,yes
354,Christopher Hays,437,yes
354,Christopher Hays,446,yes
354,Christopher Hays,532,yes
354,Christopher Hays,551,yes
354,Christopher Hays,556,yes
354,Christopher Hays,694,yes
354,Christopher Hays,744,yes
354,Christopher Hays,746,yes
354,Christopher Hays,781,yes
354,Christopher Hays,801,yes
354,Christopher Hays,882,yes
354,Christopher Hays,947,yes
355,Miss Brenda,142,maybe
355,Miss Brenda,427,yes
355,Miss Brenda,509,yes
355,Miss Brenda,572,yes
355,Miss Brenda,592,maybe
355,Miss Brenda,669,yes
355,Miss Brenda,675,yes
355,Miss Brenda,695,yes
355,Miss Brenda,874,maybe
355,Miss Brenda,882,maybe
355,Miss Brenda,956,yes
355,Miss Brenda,968,maybe
356,Stephen Richardson,39,maybe
356,Stephen Richardson,109,maybe
356,Stephen Richardson,124,maybe
356,Stephen Richardson,163,maybe
356,Stephen Richardson,232,maybe
356,Stephen Richardson,279,yes
356,Stephen Richardson,309,yes
356,Stephen Richardson,380,yes
356,Stephen Richardson,392,yes
356,Stephen Richardson,395,yes
356,Stephen Richardson,397,maybe
356,Stephen Richardson,494,yes
356,Stephen Richardson,561,yes
356,Stephen Richardson,584,maybe
356,Stephen Richardson,604,maybe
356,Stephen Richardson,639,yes
356,Stephen Richardson,758,maybe
356,Stephen Richardson,840,maybe
356,Stephen Richardson,843,maybe
356,Stephen Richardson,884,yes
356,Stephen Richardson,887,yes
356,Stephen Richardson,888,yes
356,Stephen Richardson,899,maybe
356,Stephen Richardson,985,maybe
357,Sarah Soto,26,maybe
357,Sarah Soto,137,yes
357,Sarah Soto,250,yes
357,Sarah Soto,269,maybe
357,Sarah Soto,334,yes
357,Sarah Soto,422,yes
357,Sarah Soto,477,yes
357,Sarah Soto,516,yes
357,Sarah Soto,567,maybe
357,Sarah Soto,592,maybe
357,Sarah Soto,601,yes
357,Sarah Soto,623,yes
357,Sarah Soto,636,maybe
357,Sarah Soto,644,maybe
357,Sarah Soto,701,maybe
357,Sarah Soto,716,maybe
357,Sarah Soto,725,maybe
357,Sarah Soto,755,maybe
357,Sarah Soto,757,yes
357,Sarah Soto,761,yes
357,Sarah Soto,778,maybe
357,Sarah Soto,831,yes
357,Sarah Soto,952,maybe
357,Sarah Soto,990,yes
357,Sarah Soto,1001,maybe
358,Kathryn Martinez,49,yes
358,Kathryn Martinez,90,yes
358,Kathryn Martinez,131,yes
358,Kathryn Martinez,181,maybe
358,Kathryn Martinez,222,maybe
358,Kathryn Martinez,245,maybe
358,Kathryn Martinez,290,maybe
358,Kathryn Martinez,292,yes
358,Kathryn Martinez,377,yes
358,Kathryn Martinez,380,yes
358,Kathryn Martinez,400,maybe
358,Kathryn Martinez,474,yes
358,Kathryn Martinez,516,maybe
358,Kathryn Martinez,531,maybe
358,Kathryn Martinez,538,maybe
358,Kathryn Martinez,741,maybe
358,Kathryn Martinez,750,maybe
358,Kathryn Martinez,819,maybe
358,Kathryn Martinez,837,yes
358,Kathryn Martinez,886,maybe
359,Jennifer Roth,41,yes
359,Jennifer Roth,58,maybe
359,Jennifer Roth,59,yes
359,Jennifer Roth,91,maybe
359,Jennifer Roth,149,yes
359,Jennifer Roth,295,maybe
359,Jennifer Roth,309,yes
359,Jennifer Roth,359,maybe
359,Jennifer Roth,410,maybe
359,Jennifer Roth,677,yes
359,Jennifer Roth,709,maybe
359,Jennifer Roth,744,yes
359,Jennifer Roth,766,yes
359,Jennifer Roth,795,maybe
359,Jennifer Roth,844,yes
359,Jennifer Roth,855,maybe
359,Jennifer Roth,869,maybe
359,Jennifer Roth,896,maybe
359,Jennifer Roth,907,maybe
1476,Samuel Brown,64,maybe
1476,Samuel Brown,70,maybe
1476,Samuel Brown,155,yes
1476,Samuel Brown,178,maybe
1476,Samuel Brown,188,yes
1476,Samuel Brown,271,maybe
1476,Samuel Brown,402,maybe
1476,Samuel Brown,412,yes
1476,Samuel Brown,413,yes
1476,Samuel Brown,691,maybe
1476,Samuel Brown,739,maybe
1476,Samuel Brown,824,maybe
1476,Samuel Brown,852,maybe
1476,Samuel Brown,858,yes
1476,Samuel Brown,879,yes
1476,Samuel Brown,927,maybe
1476,Samuel Brown,990,maybe
1476,Samuel Brown,997,maybe
361,Ann Flores,71,yes
361,Ann Flores,87,yes
361,Ann Flores,109,yes
361,Ann Flores,139,maybe
361,Ann Flores,177,yes
361,Ann Flores,190,yes
361,Ann Flores,219,yes
361,Ann Flores,230,yes
361,Ann Flores,260,yes
361,Ann Flores,265,yes
361,Ann Flores,352,maybe
361,Ann Flores,353,yes
361,Ann Flores,437,maybe
361,Ann Flores,440,maybe
361,Ann Flores,519,maybe
361,Ann Flores,623,maybe
361,Ann Flores,737,maybe
361,Ann Flores,755,yes
361,Ann Flores,780,maybe
361,Ann Flores,872,yes
361,Ann Flores,887,yes
361,Ann Flores,953,yes
362,Jamie Nichols,3,yes
362,Jamie Nichols,40,yes
362,Jamie Nichols,54,yes
362,Jamie Nichols,269,yes
362,Jamie Nichols,422,yes
362,Jamie Nichols,478,yes
362,Jamie Nichols,569,maybe
362,Jamie Nichols,590,yes
362,Jamie Nichols,595,yes
362,Jamie Nichols,693,maybe
362,Jamie Nichols,795,maybe
362,Jamie Nichols,874,maybe
362,Jamie Nichols,903,maybe
362,Jamie Nichols,976,yes
363,Mary Torres,17,maybe
363,Mary Torres,20,maybe
363,Mary Torres,123,yes
363,Mary Torres,162,maybe
363,Mary Torres,306,maybe
363,Mary Torres,355,yes
363,Mary Torres,461,yes
363,Mary Torres,475,yes
363,Mary Torres,534,maybe
363,Mary Torres,659,maybe
363,Mary Torres,663,maybe
363,Mary Torres,686,maybe
363,Mary Torres,713,maybe
363,Mary Torres,825,maybe
363,Mary Torres,834,yes
363,Mary Torres,880,yes
363,Mary Torres,949,maybe
363,Mary Torres,980,maybe
696,Chloe Mendoza,38,maybe
696,Chloe Mendoza,64,maybe
696,Chloe Mendoza,97,yes
696,Chloe Mendoza,109,maybe
696,Chloe Mendoza,361,maybe
696,Chloe Mendoza,381,yes
696,Chloe Mendoza,394,yes
696,Chloe Mendoza,401,yes
696,Chloe Mendoza,548,yes
696,Chloe Mendoza,641,maybe
696,Chloe Mendoza,717,maybe
696,Chloe Mendoza,796,maybe
696,Chloe Mendoza,827,maybe
696,Chloe Mendoza,832,yes
696,Chloe Mendoza,914,maybe
696,Chloe Mendoza,979,maybe
913,Randall Martin,79,maybe
913,Randall Martin,127,maybe
913,Randall Martin,302,maybe
913,Randall Martin,313,maybe
913,Randall Martin,484,yes
913,Randall Martin,503,yes
913,Randall Martin,509,maybe
913,Randall Martin,553,maybe
913,Randall Martin,609,maybe
913,Randall Martin,719,yes
913,Randall Martin,781,yes
913,Randall Martin,807,yes
913,Randall Martin,841,yes
913,Randall Martin,889,maybe
913,Randall Martin,898,maybe
913,Randall Martin,913,maybe
913,Randall Martin,965,maybe
913,Randall Martin,979,maybe
366,Shannon Green,17,yes
366,Shannon Green,22,yes
366,Shannon Green,68,maybe
366,Shannon Green,309,yes
366,Shannon Green,410,maybe
366,Shannon Green,421,yes
366,Shannon Green,429,maybe
366,Shannon Green,437,yes
366,Shannon Green,492,maybe
366,Shannon Green,576,maybe
366,Shannon Green,625,maybe
366,Shannon Green,629,maybe
366,Shannon Green,712,maybe
366,Shannon Green,841,maybe
366,Shannon Green,907,yes
366,Shannon Green,918,maybe
366,Shannon Green,922,yes
366,Shannon Green,929,yes
366,Shannon Green,953,yes
366,Shannon Green,956,yes
367,Adam Young,30,yes
367,Adam Young,88,yes
367,Adam Young,164,maybe
367,Adam Young,202,yes
367,Adam Young,207,yes
367,Adam Young,214,maybe
367,Adam Young,236,maybe
367,Adam Young,270,maybe
367,Adam Young,342,yes
367,Adam Young,415,yes
367,Adam Young,417,maybe
367,Adam Young,552,maybe
367,Adam Young,618,maybe
367,Adam Young,738,maybe
367,Adam Young,772,yes
367,Adam Young,806,maybe
367,Adam Young,824,yes
367,Adam Young,829,maybe
367,Adam Young,847,yes
367,Adam Young,916,maybe
367,Adam Young,973,maybe
368,Casey Bailey,15,yes
368,Casey Bailey,43,maybe
368,Casey Bailey,110,yes
368,Casey Bailey,127,yes
368,Casey Bailey,144,maybe
368,Casey Bailey,154,maybe
368,Casey Bailey,213,yes
368,Casey Bailey,283,yes
368,Casey Bailey,286,yes
368,Casey Bailey,348,yes
368,Casey Bailey,369,maybe
368,Casey Bailey,408,maybe
368,Casey Bailey,516,yes
368,Casey Bailey,721,maybe
368,Casey Bailey,766,yes
368,Casey Bailey,916,maybe
369,Joseph Smith,173,yes
369,Joseph Smith,369,maybe
369,Joseph Smith,408,maybe
369,Joseph Smith,474,maybe
369,Joseph Smith,639,maybe
369,Joseph Smith,754,maybe
370,Mr. Joseph,22,maybe
370,Mr. Joseph,25,yes
370,Mr. Joseph,109,yes
370,Mr. Joseph,142,maybe
370,Mr. Joseph,188,maybe
370,Mr. Joseph,249,yes
370,Mr. Joseph,398,yes
370,Mr. Joseph,437,maybe
370,Mr. Joseph,460,maybe
370,Mr. Joseph,515,maybe
370,Mr. Joseph,621,yes
370,Mr. Joseph,651,yes
370,Mr. Joseph,666,maybe
370,Mr. Joseph,669,yes
370,Mr. Joseph,771,maybe
370,Mr. Joseph,788,maybe
370,Mr. Joseph,796,maybe
370,Mr. Joseph,831,yes
370,Mr. Joseph,909,maybe
370,Mr. Joseph,911,yes
370,Mr. Joseph,924,yes
370,Mr. Joseph,1001,yes
371,Kevin Porter,11,maybe
371,Kevin Porter,86,maybe
371,Kevin Porter,205,yes
371,Kevin Porter,231,yes
371,Kevin Porter,234,maybe
371,Kevin Porter,252,yes
371,Kevin Porter,273,yes
371,Kevin Porter,279,yes
371,Kevin Porter,376,maybe
371,Kevin Porter,399,yes
371,Kevin Porter,488,yes
371,Kevin Porter,503,yes
371,Kevin Porter,523,yes
371,Kevin Porter,551,yes
371,Kevin Porter,577,maybe
371,Kevin Porter,593,yes
371,Kevin Porter,651,yes
371,Kevin Porter,654,maybe
371,Kevin Porter,670,maybe
371,Kevin Porter,811,yes
371,Kevin Porter,839,maybe
372,Carl Romero,7,maybe
372,Carl Romero,92,maybe
372,Carl Romero,103,maybe
372,Carl Romero,279,maybe
372,Carl Romero,324,maybe
372,Carl Romero,333,yes
372,Carl Romero,491,yes
372,Carl Romero,522,maybe
372,Carl Romero,639,maybe
372,Carl Romero,659,maybe
372,Carl Romero,706,maybe
372,Carl Romero,835,yes
372,Carl Romero,866,yes
372,Carl Romero,934,maybe
373,Kathryn Jackson,55,maybe
373,Kathryn Jackson,118,yes
373,Kathryn Jackson,129,yes
373,Kathryn Jackson,183,maybe
373,Kathryn Jackson,186,maybe
373,Kathryn Jackson,248,yes
373,Kathryn Jackson,265,maybe
373,Kathryn Jackson,353,yes
373,Kathryn Jackson,448,maybe
373,Kathryn Jackson,508,yes
373,Kathryn Jackson,567,maybe
373,Kathryn Jackson,568,maybe
373,Kathryn Jackson,606,maybe
373,Kathryn Jackson,697,maybe
373,Kathryn Jackson,748,yes
373,Kathryn Jackson,851,yes
373,Kathryn Jackson,876,maybe
373,Kathryn Jackson,883,yes
373,Kathryn Jackson,901,yes
373,Kathryn Jackson,905,maybe
373,Kathryn Jackson,912,maybe
373,Kathryn Jackson,948,maybe
374,Brianna Williams,2,yes
374,Brianna Williams,98,maybe
374,Brianna Williams,114,yes
374,Brianna Williams,201,maybe
374,Brianna Williams,283,yes
374,Brianna Williams,369,maybe
374,Brianna Williams,414,maybe
374,Brianna Williams,426,maybe
374,Brianna Williams,575,maybe
374,Brianna Williams,584,yes
374,Brianna Williams,588,maybe
374,Brianna Williams,630,yes
374,Brianna Williams,634,yes
374,Brianna Williams,645,maybe
374,Brianna Williams,660,maybe
374,Brianna Williams,682,maybe
374,Brianna Williams,792,yes
374,Brianna Williams,815,maybe
375,Daniel Larson,39,maybe
375,Daniel Larson,153,yes
375,Daniel Larson,156,maybe
375,Daniel Larson,214,yes
375,Daniel Larson,354,yes
375,Daniel Larson,370,maybe
375,Daniel Larson,385,maybe
375,Daniel Larson,545,yes
375,Daniel Larson,558,yes
375,Daniel Larson,559,maybe
375,Daniel Larson,667,maybe
375,Daniel Larson,673,maybe
375,Daniel Larson,714,yes
375,Daniel Larson,716,yes
375,Daniel Larson,721,maybe
375,Daniel Larson,816,yes
375,Daniel Larson,980,maybe
375,Daniel Larson,994,yes
376,Ricky Hampton,4,maybe
376,Ricky Hampton,10,maybe
376,Ricky Hampton,28,yes
376,Ricky Hampton,71,maybe
376,Ricky Hampton,193,yes
376,Ricky Hampton,303,maybe
376,Ricky Hampton,329,maybe
376,Ricky Hampton,388,maybe
376,Ricky Hampton,416,yes
376,Ricky Hampton,440,maybe
376,Ricky Hampton,550,maybe
376,Ricky Hampton,581,yes
376,Ricky Hampton,749,maybe
376,Ricky Hampton,775,yes
376,Ricky Hampton,778,yes
376,Ricky Hampton,788,yes
376,Ricky Hampton,806,maybe
376,Ricky Hampton,858,yes
376,Ricky Hampton,984,maybe
376,Ricky Hampton,999,maybe
377,Shannon Wilson,7,yes
377,Shannon Wilson,29,yes
377,Shannon Wilson,82,yes
377,Shannon Wilson,225,maybe
377,Shannon Wilson,274,maybe
377,Shannon Wilson,327,yes
377,Shannon Wilson,350,yes
377,Shannon Wilson,387,yes
377,Shannon Wilson,541,maybe
377,Shannon Wilson,546,yes
377,Shannon Wilson,616,yes
377,Shannon Wilson,650,maybe
377,Shannon Wilson,687,maybe
377,Shannon Wilson,745,yes
377,Shannon Wilson,889,maybe
377,Shannon Wilson,962,yes
378,Melanie Lester,100,yes
378,Melanie Lester,168,maybe
378,Melanie Lester,228,yes
378,Melanie Lester,266,yes
378,Melanie Lester,301,maybe
378,Melanie Lester,314,yes
378,Melanie Lester,318,yes
378,Melanie Lester,343,yes
378,Melanie Lester,438,maybe
378,Melanie Lester,491,yes
378,Melanie Lester,504,yes
378,Melanie Lester,515,yes
378,Melanie Lester,561,yes
378,Melanie Lester,584,yes
378,Melanie Lester,593,yes
378,Melanie Lester,594,maybe
378,Melanie Lester,649,yes
378,Melanie Lester,727,yes
378,Melanie Lester,908,maybe
378,Melanie Lester,945,maybe
378,Melanie Lester,974,yes
379,Yvette Barnett,12,maybe
379,Yvette Barnett,33,maybe
379,Yvette Barnett,40,yes
379,Yvette Barnett,80,maybe
379,Yvette Barnett,95,maybe
379,Yvette Barnett,119,yes
379,Yvette Barnett,137,yes
379,Yvette Barnett,329,maybe
379,Yvette Barnett,401,yes
379,Yvette Barnett,404,maybe
379,Yvette Barnett,445,maybe
379,Yvette Barnett,461,maybe
379,Yvette Barnett,595,maybe
379,Yvette Barnett,702,yes
379,Yvette Barnett,726,maybe
379,Yvette Barnett,771,maybe
379,Yvette Barnett,808,maybe
379,Yvette Barnett,871,yes
379,Yvette Barnett,893,maybe
379,Yvette Barnett,896,maybe
379,Yvette Barnett,961,yes
380,Bradley Armstrong,23,yes
380,Bradley Armstrong,41,maybe
380,Bradley Armstrong,54,yes
380,Bradley Armstrong,59,maybe
380,Bradley Armstrong,145,yes
380,Bradley Armstrong,264,maybe
380,Bradley Armstrong,323,yes
380,Bradley Armstrong,336,maybe
380,Bradley Armstrong,381,yes
380,Bradley Armstrong,406,maybe
380,Bradley Armstrong,452,yes
380,Bradley Armstrong,467,yes
380,Bradley Armstrong,567,yes
380,Bradley Armstrong,617,yes
380,Bradley Armstrong,646,maybe
380,Bradley Armstrong,647,yes
380,Bradley Armstrong,658,maybe
380,Bradley Armstrong,689,maybe
380,Bradley Armstrong,705,yes
380,Bradley Armstrong,736,yes
380,Bradley Armstrong,780,maybe
380,Bradley Armstrong,798,maybe
380,Bradley Armstrong,836,maybe
380,Bradley Armstrong,852,yes
380,Bradley Armstrong,910,yes
381,Courtney Martin,29,maybe
381,Courtney Martin,93,yes
381,Courtney Martin,101,maybe
381,Courtney Martin,148,maybe
381,Courtney Martin,191,maybe
381,Courtney Martin,311,maybe
381,Courtney Martin,330,maybe
381,Courtney Martin,401,maybe
381,Courtney Martin,447,maybe
381,Courtney Martin,536,maybe
381,Courtney Martin,570,yes
381,Courtney Martin,679,yes
381,Courtney Martin,708,yes
381,Courtney Martin,722,yes
381,Courtney Martin,786,maybe
381,Courtney Martin,809,yes
381,Courtney Martin,896,yes
381,Courtney Martin,930,maybe
381,Courtney Martin,989,yes
1979,Ruth Lee,76,yes
1979,Ruth Lee,143,yes
1979,Ruth Lee,146,yes
1979,Ruth Lee,180,yes
1979,Ruth Lee,199,yes
1979,Ruth Lee,287,yes
1979,Ruth Lee,289,yes
1979,Ruth Lee,412,yes
1979,Ruth Lee,424,yes
1979,Ruth Lee,475,yes
1979,Ruth Lee,489,yes
1979,Ruth Lee,506,yes
1979,Ruth Lee,610,yes
1979,Ruth Lee,673,yes
1979,Ruth Lee,676,yes
1979,Ruth Lee,699,yes
1979,Ruth Lee,703,yes
1979,Ruth Lee,750,yes
1979,Ruth Lee,836,yes
1979,Ruth Lee,842,yes
1979,Ruth Lee,848,yes
1979,Ruth Lee,896,yes
1979,Ruth Lee,951,yes
1979,Ruth Lee,974,yes
383,Shawn Gibson,41,yes
383,Shawn Gibson,139,maybe
383,Shawn Gibson,161,yes
383,Shawn Gibson,181,maybe
383,Shawn Gibson,191,maybe
383,Shawn Gibson,262,yes
383,Shawn Gibson,312,maybe
383,Shawn Gibson,319,yes
383,Shawn Gibson,378,yes
383,Shawn Gibson,391,yes
383,Shawn Gibson,488,yes
383,Shawn Gibson,501,maybe
383,Shawn Gibson,524,maybe
383,Shawn Gibson,545,yes
383,Shawn Gibson,754,yes
383,Shawn Gibson,846,maybe
383,Shawn Gibson,870,yes
383,Shawn Gibson,924,maybe
383,Shawn Gibson,936,maybe
383,Shawn Gibson,985,yes
383,Shawn Gibson,992,maybe
384,Timothy Harris,51,maybe
384,Timothy Harris,161,maybe
384,Timothy Harris,183,yes
384,Timothy Harris,197,maybe
384,Timothy Harris,231,maybe
384,Timothy Harris,259,maybe
384,Timothy Harris,270,maybe
384,Timothy Harris,298,maybe
384,Timothy Harris,368,yes
384,Timothy Harris,399,maybe
384,Timothy Harris,416,maybe
384,Timothy Harris,460,yes
384,Timothy Harris,479,maybe
