member #,member name,topic
224,Patricia Greer,Fairness and Bias
224,Patricia Greer,Optimisation in Machine Learning
224,Patricia Greer,Learning Theory
224,Patricia Greer,Motion and Tracking
224,Patricia Greer,Responsible AI
224,Patricia Greer,"Face, Gesture, and Pose Recognition"
224,Patricia Greer,Intelligent Virtual Agents
225,Sherri Caldwell,Privacy in Data Mining
225,Sherri Caldwell,Behaviour Learning and Control for Robotics
225,Sherri Caldwell,Machine Learning for NLP
225,Sherri Caldwell,Engineering Multiagent Systems
225,Sherri Caldwell,Other Topics in Machine Learning
225,Sherri Caldwell,Large Language Models
225,Sherri Caldwell,Blockchain Technology
225,Sherri Caldwell,Anomaly/Outlier Detection
225,Sherri Caldwell,Image and Video Retrieval
225,Sherri Caldwell,Human-Robot/Agent Interaction
226,Kristy Lopez,Genetic Algorithms
226,Kristy Lopez,Engineering Multiagent Systems
226,Kristy Lopez,Causality
226,Kristy Lopez,Description Logics
226,Kristy Lopez,Other Topics in Constraints and Satisfiability
227,Melissa Smith,Other Topics in Machine Learning
227,Melissa Smith,Planning under Uncertainty
227,Melissa Smith,Discourse and Pragmatics
227,Melissa Smith,Robot Planning and Scheduling
227,Melissa Smith,Search and Machine Learning
227,Melissa Smith,Mining Codebase and Software Repositories
227,Melissa Smith,Data Visualisation and Summarisation
227,Melissa Smith,Natural Language Generation
227,Melissa Smith,Summarisation
227,Melissa Smith,Evaluation and Analysis in Machine Learning
228,Linda French,Classification and Regression
228,Linda French,Scalability of Machine Learning Systems
228,Linda French,"Constraints, Data Mining, and Machine Learning"
228,Linda French,Machine Learning for Robotics
228,Linda French,Satisfiability
228,Linda French,Distributed Problem Solving
229,Katherine Dean,Uncertainty Representations
229,Katherine Dean,Scalability of Machine Learning Systems
229,Katherine Dean,Imitation Learning and Inverse Reinforcement Learning
229,Katherine Dean,Robot Planning and Scheduling
229,Katherine Dean,Adversarial Search
229,Katherine Dean,Engineering Multiagent Systems
230,Amber Guzman,Semantic Web
230,Amber Guzman,Privacy in Data Mining
230,Amber Guzman,"Phonology, Morphology, and Word Segmentation"
230,Amber Guzman,Activity and Plan Recognition
230,Amber Guzman,Online Learning and Bandits
230,Amber Guzman,Scheduling
230,Amber Guzman,Explainability (outside Machine Learning)
230,Amber Guzman,Knowledge Graphs and Open Linked Data
230,Amber Guzman,Cognitive Robotics
231,Jamie Larson,Trust
231,Jamie Larson,Language and Vision
231,Jamie Larson,"Other Topics Related to Fairness, Ethics, or Trust"
231,Jamie Larson,Constraint Programming
231,Jamie Larson,Federated Learning
231,Jamie Larson,Smart Cities and Urban Planning
231,Jamie Larson,Explainability in Computer Vision
231,Jamie Larson,Social Networks
232,Susan Miller,"Understanding People: Theories, Concepts, and Methods"
232,Susan Miller,"Conformant, Contingent, and Adversarial Planning"
232,Susan Miller,Mixed Discrete and Continuous Optimisation
232,Susan Miller,"Belief Revision, Update, and Merging"
232,Susan Miller,Local Search
232,Susan Miller,Deep Generative Models and Auto-Encoders
232,Susan Miller,Search in Planning and Scheduling
232,Susan Miller,Hardware
233,Steven Collins,Reinforcement Learning with Human Feedback
233,Steven Collins,Neuro-Symbolic Methods
233,Steven Collins,Mixed Discrete/Continuous Planning
233,Steven Collins,Blockchain Technology
233,Steven Collins,Recommender Systems
233,Steven Collins,Ontology Induction from Text
233,Steven Collins,Decision and Utility Theory
233,Steven Collins,Multi-Instance/Multi-View Learning
233,Steven Collins,Logic Foundations
234,Jonathan Delacruz,Intelligent Virtual Agents
234,Jonathan Delacruz,Knowledge Graphs and Open Linked Data
234,Jonathan Delacruz,Health and Medicine
234,Jonathan Delacruz,Other Topics in Computer Vision
234,Jonathan Delacruz,Kernel Methods
234,Jonathan Delacruz,Stochastic Optimisation
234,Jonathan Delacruz,Deep Learning Theory
234,Jonathan Delacruz,Social Sciences
234,Jonathan Delacruz,Behaviour Learning and Control for Robotics
235,Kristin Wood,Responsible AI
235,Kristin Wood,Classical Planning
235,Kristin Wood,Consciousness and Philosophy of Mind
235,Kristin Wood,Search and Machine Learning
235,Kristin Wood,Knowledge Acquisition
235,Kristin Wood,Satisfiability
236,Jeffrey Anderson,Deep Reinforcement Learning
236,Jeffrey Anderson,Classical Planning
236,Jeffrey Anderson,Standards and Certification
236,Jeffrey Anderson,Meta-Learning
236,Jeffrey Anderson,Satisfiability
236,Jeffrey Anderson,Learning Theory
236,Jeffrey Anderson,Other Topics in Data Mining
237,Jason Huerta,Logic Programming
237,Jason Huerta,Constraint Satisfaction
237,Jason Huerta,News and Media
237,Jason Huerta,Knowledge Representation Languages
237,Jason Huerta,Sports
237,Jason Huerta,Scene Analysis and Understanding
238,William Snyder,Constraint Optimisation
238,William Snyder,Game Playing
238,William Snyder,Computer Vision Theory
238,William Snyder,Social Networks
238,William Snyder,NLP Resources and Evaluation
238,William Snyder,Planning under Uncertainty
238,William Snyder,Logic Programming
238,William Snyder,Constraint Programming
238,William Snyder,Uncertainty Representations
238,William Snyder,Optimisation in Machine Learning
239,Allison Harper,Evolutionary Learning
239,Allison Harper,Video Understanding and Activity Analysis
239,Allison Harper,Deep Learning Theory
239,Allison Harper,Mining Spatial and Temporal Data
239,Allison Harper,Digital Democracy
239,Allison Harper,Machine Learning for Computer Vision
239,Allison Harper,Machine Translation
240,Dawn Gray,Syntax and Parsing
240,Dawn Gray,Lexical Semantics
240,Dawn Gray,Adversarial Attacks on CV Systems
240,Dawn Gray,Optimisation in Machine Learning
240,Dawn Gray,Explainability and Interpretability in Machine Learning
240,Dawn Gray,Solvers and Tools
241,Karen Clay,Databases
241,Karen Clay,Relational Learning
241,Karen Clay,Decision and Utility Theory
241,Karen Clay,Local Search
241,Karen Clay,Deep Generative Models and Auto-Encoders
241,Karen Clay,Causal Learning
241,Karen Clay,Data Visualisation and Summarisation
242,Mr. David,Mechanism Design
242,Mr. David,Ontology Induction from Text
242,Mr. David,Reasoning about Knowledge and Beliefs
242,Mr. David,Cognitive Modelling
242,Mr. David,Conversational AI and Dialogue Systems
242,Mr. David,Machine Translation
242,Mr. David,Adversarial Attacks on CV Systems
242,Mr. David,Case-Based Reasoning
242,Mr. David,Semi-Supervised Learning
243,Kayla Anderson,Multimodal Learning
243,Kayla Anderson,Philosophical Foundations of AI
243,Kayla Anderson,Bayesian Learning
243,Kayla Anderson,Search and Machine Learning
243,Kayla Anderson,Reinforcement Learning Theory
243,Kayla Anderson,Intelligent Virtual Agents
243,Kayla Anderson,Reasoning about Action and Change
244,Matthew Thomas,Imitation Learning and Inverse Reinforcement Learning
244,Matthew Thomas,Approximate Inference
244,Matthew Thomas,Computer-Aided Education
244,Matthew Thomas,Transportation
244,Matthew Thomas,Bayesian Learning
244,Matthew Thomas,Quantum Machine Learning
244,Matthew Thomas,Other Topics in Robotics
244,Matthew Thomas,Digital Democracy
245,Laurie Klein,Abductive Reasoning and Diagnosis
245,Laurie Klein,Mining Codebase and Software Repositories
245,Laurie Klein,"Graph Mining, Social Network Analysis, and Community Mining"
245,Laurie Klein,Large Language Models
245,Laurie Klein,Distributed CSP and Optimisation
245,Laurie Klein,Internet of Things
245,Laurie Klein,Knowledge Representation Languages
246,Tara Davis,Dimensionality Reduction/Feature Selection
246,Tara Davis,"Face, Gesture, and Pose Recognition"
246,Tara Davis,Scheduling
246,Tara Davis,Reinforcement Learning with Human Feedback
246,Tara Davis,Mechanism Design
246,Tara Davis,Distributed CSP and Optimisation
246,Tara Davis,Philosophical Foundations of AI
246,Tara Davis,Cognitive Science
247,Sierra Strickland,Human-Aware Planning
247,Sierra Strickland,Swarm Intelligence
247,Sierra Strickland,Logic Programming
247,Sierra Strickland,Privacy in Data Mining
247,Sierra Strickland,Inductive and Co-Inductive Logic Programming
247,Sierra Strickland,Reinforcement Learning with Human Feedback
247,Sierra Strickland,Economic Paradigms
247,Sierra Strickland,Semantic Web
247,Sierra Strickland,Marketing
248,Chad Miller,Ontologies
248,Chad Miller,Robot Rights
248,Chad Miller,Classical Planning
248,Chad Miller,Adversarial Search
248,Chad Miller,Lifelong and Continual Learning
248,Chad Miller,Semi-Supervised Learning
248,Chad Miller,Safety and Robustness
249,Vanessa Downs,"Conformant, Contingent, and Adversarial Planning"
249,Vanessa Downs,Multi-Class/Multi-Label Learning and Extreme Classification
249,Vanessa Downs,Other Topics in Knowledge Representation and Reasoning
249,Vanessa Downs,Robot Planning and Scheduling
249,Vanessa Downs,Anomaly/Outlier Detection
249,Vanessa Downs,Health and Medicine
249,Vanessa Downs,Explainability and Interpretability in Machine Learning
249,Vanessa Downs,Knowledge Representation Languages
249,Vanessa Downs,Other Topics in Natural Language Processing
250,Jacob Mitchell,Language Grounding
250,Jacob Mitchell,Stochastic Optimisation
250,Jacob Mitchell,Probabilistic Programming
250,Jacob Mitchell,Health and Medicine
250,Jacob Mitchell,Machine Learning for Computer Vision
250,Jacob Mitchell,Knowledge Compilation
250,Jacob Mitchell,Visual Reasoning and Symbolic Representation
250,Jacob Mitchell,Adversarial Search
250,Jacob Mitchell,Graphical Models
250,Jacob Mitchell,Biometrics
251,Elizabeth Campos,Large Language Models
251,Elizabeth Campos,Dimensionality Reduction/Feature Selection
251,Elizabeth Campos,"AI in Law, Justice, Regulation, and Governance"
251,Elizabeth Campos,Natural Language Generation
251,Elizabeth Campos,Cognitive Robotics
251,Elizabeth Campos,Reinforcement Learning Algorithms
251,Elizabeth Campos,Stochastic Optimisation
251,Elizabeth Campos,Morality and Value-Based AI
251,Elizabeth Campos,Robot Planning and Scheduling
251,Elizabeth Campos,Learning Preferences or Rankings
252,Cheyenne Martinez,Online Learning and Bandits
252,Cheyenne Martinez,User Modelling and Personalisation
252,Cheyenne Martinez,Computer-Aided Education
252,Cheyenne Martinez,Human-Robot Interaction
252,Cheyenne Martinez,Conversational AI and Dialogue Systems
252,Cheyenne Martinez,Adversarial Search
252,Cheyenne Martinez,Causality
252,Cheyenne Martinez,Reinforcement Learning with Human Feedback
253,Vanessa Anderson,Multiagent Learning
253,Vanessa Anderson,Other Multidisciplinary Topics
253,Vanessa Anderson,Conversational AI and Dialogue Systems
253,Vanessa Anderson,Other Topics in Uncertainty in AI
253,Vanessa Anderson,Neuro-Symbolic Methods
253,Vanessa Anderson,Other Topics in Constraints and Satisfiability
253,Vanessa Anderson,Scene Analysis and Understanding
254,Monique Wallace,Robot Manipulation
254,Monique Wallace,Knowledge Compilation
254,Monique Wallace,Marketing
254,Monique Wallace,Machine Learning for NLP
254,Monique Wallace,Distributed CSP and Optimisation
254,Monique Wallace,Cyber Security and Privacy
254,Monique Wallace,Classification and Regression
254,Monique Wallace,Learning Human Values and Preferences
254,Monique Wallace,Mixed Discrete/Continuous Planning
255,Jonathan Long,Deep Reinforcement Learning
255,Jonathan Long,Rule Mining and Pattern Mining
255,Jonathan Long,Non-Monotonic Reasoning
255,Jonathan Long,Humanities
255,Jonathan Long,"Coordination, Organisations, Institutions, and Norms"
255,Jonathan Long,Multimodal Perception and Sensor Fusion
256,Stephen Beltran,Non-Monotonic Reasoning
256,Stephen Beltran,Adversarial Attacks on NLP Systems
256,Stephen Beltran,Probabilistic Modelling
256,Stephen Beltran,Imitation Learning and Inverse Reinforcement Learning
256,Stephen Beltran,Human-Robot Interaction
256,Stephen Beltran,Activity and Plan Recognition
257,Mitchell Kerr,Machine Learning for Computer Vision
257,Mitchell Kerr,Mixed Discrete/Continuous Planning
257,Mitchell Kerr,Privacy-Aware Machine Learning
257,Mitchell Kerr,Anomaly/Outlier Detection
257,Mitchell Kerr,Morality and Value-Based AI
257,Mitchell Kerr,"Model Adaptation, Compression, and Distillation"
257,Mitchell Kerr,Sports
257,Mitchell Kerr,Personalisation and User Modelling
257,Mitchell Kerr,Mechanism Design
257,Mitchell Kerr,Other Topics in Uncertainty in AI
258,Brandon Key,Machine Ethics
258,Brandon Key,3D Computer Vision
258,Brandon Key,Graph-Based Machine Learning
258,Brandon Key,Data Stream Mining
258,Brandon Key,Learning Human Values and Preferences
258,Brandon Key,Meta-Learning
258,Brandon Key,Preferences
258,Brandon Key,Knowledge Compilation
258,Brandon Key,Stochastic Models and Probabilistic Inference
258,Brandon Key,Machine Learning for NLP
259,Kristen Turner,Summarisation
259,Kristen Turner,Machine Learning for Robotics
259,Kristen Turner,Multiagent Learning
259,Kristen Turner,Partially Observable and Unobservable Domains
259,Kristen Turner,Bayesian Networks
259,Kristen Turner,Accountability
259,Kristen Turner,Machine Learning for Computer Vision
259,Kristen Turner,Non-Monotonic Reasoning
260,Robert Porter,Spatial and Temporal Models of Uncertainty
260,Robert Porter,Language Grounding
260,Robert Porter,Multimodal Learning
260,Robert Porter,Computational Social Choice
260,Robert Porter,"Plan Execution, Monitoring, and Repair"
260,Robert Porter,Lifelong and Continual Learning
260,Robert Porter,Sequential Decision Making
260,Robert Porter,Constraint Programming
260,Robert Porter,Local Search
261,David Johns,Dynamic Programming
261,David Johns,Morality and Value-Based AI
261,David Johns,Game Playing
261,David Johns,Reinforcement Learning Algorithms
261,David Johns,Large Language Models
262,Ryan Edwards,Human-in-the-loop Systems
262,Ryan Edwards,Constraint Learning and Acquisition
262,Ryan Edwards,News and Media
262,Ryan Edwards,Algorithmic Game Theory
262,Ryan Edwards,NLP Resources and Evaluation
262,Ryan Edwards,Privacy and Security
262,Ryan Edwards,Computational Social Choice
262,Ryan Edwards,Computer Games
263,Jennifer Walker,Lifelong and Continual Learning
263,Jennifer Walker,Combinatorial Search and Optimisation
263,Jennifer Walker,Algorithmic Game Theory
263,Jennifer Walker,Local Search
263,Jennifer Walker,Satisfiability Modulo Theories
263,Jennifer Walker,Human-Aware Planning and Behaviour Prediction
263,Jennifer Walker,Game Playing
263,Jennifer Walker,Other Topics in Natural Language Processing
263,Jennifer Walker,Environmental Impacts of AI
263,Jennifer Walker,Verification
264,James Black,Visual Reasoning and Symbolic Representation
264,James Black,Information Retrieval
264,James Black,Human Computation and Crowdsourcing
264,James Black,Online Learning and Bandits
264,James Black,Deep Neural Network Architectures
264,James Black,Vision and Language
264,James Black,Humanities
265,Kimberly Reyes,Other Topics in Planning and Search
265,Kimberly Reyes,Computer-Aided Education
265,Kimberly Reyes,Web Search
265,Kimberly Reyes,Solvers and Tools
265,Kimberly Reyes,Knowledge Acquisition
265,Kimberly Reyes,Behaviour Learning and Control for Robotics
265,Kimberly Reyes,Summarisation
265,Kimberly Reyes,Machine Translation
265,Kimberly Reyes,Other Topics in Data Mining
266,Jessica Gonzales,Routing
266,Jessica Gonzales,Consciousness and Philosophy of Mind
266,Jessica Gonzales,Data Visualisation and Summarisation
266,Jessica Gonzales,Motion and Tracking
266,Jessica Gonzales,Transparency
266,Jessica Gonzales,Responsible AI
266,Jessica Gonzales,Global Constraints
267,Maria Fleming,Anomaly/Outlier Detection
267,Maria Fleming,Global Constraints
267,Maria Fleming,Standards and Certification
267,Maria Fleming,Blockchain Technology
267,Maria Fleming,Multi-Class/Multi-Label Learning and Extreme Classification
267,Maria Fleming,User Experience and Usability
267,Maria Fleming,Scalability of Machine Learning Systems
267,Maria Fleming,Internet of Things
267,Maria Fleming,Sentence-Level Semantics and Textual Inference
268,Martin Barnes,Satisfiability Modulo Theories
268,Martin Barnes,Human-Computer Interaction
268,Martin Barnes,Cognitive Robotics
268,Martin Barnes,Intelligent Database Systems
268,Martin Barnes,"Geometric, Spatial, and Temporal Reasoning"
268,Martin Barnes,Humanities
268,Martin Barnes,Deep Neural Network Algorithms
268,Martin Barnes,Environmental Impacts of AI
269,Erica Olsen,News and Media
269,Erica Olsen,Accountability
269,Erica Olsen,Behaviour Learning and Control for Robotics
269,Erica Olsen,Transparency
269,Erica Olsen,Abductive Reasoning and Diagnosis
269,Erica Olsen,Classical Planning
269,Erica Olsen,Marketing
269,Erica Olsen,Human-Aware Planning
269,Erica Olsen,Explainability and Interpretability in Machine Learning
269,Erica Olsen,Cognitive Robotics
270,Stephanie Baker,Evaluation and Analysis in Machine Learning
270,Stephanie Baker,Neuro-Symbolic Methods
270,Stephanie Baker,Standards and Certification
270,Stephanie Baker,Logic Programming
270,Stephanie Baker,Marketing
270,Stephanie Baker,Vision and Language
271,Sarah Jackson,Multi-Instance/Multi-View Learning
271,Sarah Jackson,Economics and Finance
271,Sarah Jackson,Online Learning and Bandits
271,Sarah Jackson,Other Topics in Uncertainty in AI
271,Sarah Jackson,Speech and Multimodality
271,Sarah Jackson,Dynamic Programming
271,Sarah Jackson,Software Engineering
272,Eric Clark,Summarisation
272,Eric Clark,Human-Aware Planning and Behaviour Prediction
272,Eric Clark,Imitation Learning and Inverse Reinforcement Learning
272,Eric Clark,Planning and Decision Support for Human-Machine Teams
272,Eric Clark,Multiagent Planning
272,Eric Clark,3D Computer Vision
272,Eric Clark,Cognitive Modelling
272,Eric Clark,Probabilistic Modelling
272,Eric Clark,"Other Topics Related to Fairness, Ethics, or Trust"
273,David Henderson,Web and Network Science
273,David Henderson,Fuzzy Sets and Systems
273,David Henderson,Intelligent Database Systems
273,David Henderson,Global Constraints
273,David Henderson,Smart Cities and Urban Planning
273,David Henderson,Vision and Language
274,Sarah Bryant,"Energy, Environment, and Sustainability"
274,Sarah Bryant,Voting Theory
274,Sarah Bryant,Human-Computer Interaction
274,Sarah Bryant,Neuro-Symbolic Methods
274,Sarah Bryant,Big Data and Scalability
274,Sarah Bryant,Multi-Robot Systems
275,Jacob Hall,"Geometric, Spatial, and Temporal Reasoning"
275,Jacob Hall,Web and Network Science
275,Jacob Hall,Imitation Learning and Inverse Reinforcement Learning
275,Jacob Hall,Non-Probabilistic Models of Uncertainty
275,Jacob Hall,Artificial Life
275,Jacob Hall,"Transfer, Domain Adaptation, and Multi-Task Learning"
275,Jacob Hall,Other Topics in Data Mining
275,Jacob Hall,Hardware
275,Jacob Hall,Object Detection and Categorisation
276,Jennifer Lawson,Reinforcement Learning Algorithms
276,Jennifer Lawson,Satisfiability Modulo Theories
276,Jennifer Lawson,Question Answering
276,Jennifer Lawson,Distributed Machine Learning
276,Jennifer Lawson,Planning and Machine Learning
277,John Jackson,"Localisation, Mapping, and Navigation"
277,John Jackson,"Face, Gesture, and Pose Recognition"
277,John Jackson,Logic Programming
277,John Jackson,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
277,John Jackson,Causal Learning
277,John Jackson,Robot Planning and Scheduling
277,John Jackson,Quantum Machine Learning
277,John Jackson,Mining Semi-Structured Data
277,John Jackson,Natural Language Generation
277,John Jackson,Verification
278,Thomas Smith,Health and Medicine
278,Thomas Smith,Software Engineering
278,Thomas Smith,Optimisation for Robotics
278,Thomas Smith,Search and Machine Learning
278,Thomas Smith,Visual Reasoning and Symbolic Representation
278,Thomas Smith,Scheduling
278,Thomas Smith,Local Search
278,Thomas Smith,Argumentation
278,Thomas Smith,Constraint Learning and Acquisition
278,Thomas Smith,Explainability in Computer Vision
279,Gail Jones,Human-Computer Interaction
279,Gail Jones,Syntax and Parsing
279,Gail Jones,Health and Medicine
279,Gail Jones,"Transfer, Domain Adaptation, and Multi-Task Learning"
279,Gail Jones,Human-Machine Interaction Techniques and Devices
279,Gail Jones,Privacy and Security
279,Gail Jones,Search in Planning and Scheduling
279,Gail Jones,Qualitative Reasoning
279,Gail Jones,Decision and Utility Theory
280,Aaron Carroll,Fuzzy Sets and Systems
280,Aaron Carroll,Computer Games
280,Aaron Carroll,"Plan Execution, Monitoring, and Repair"
280,Aaron Carroll,"Phonology, Morphology, and Word Segmentation"
280,Aaron Carroll,Deep Reinforcement Learning
280,Aaron Carroll,Combinatorial Search and Optimisation
280,Aaron Carroll,Stochastic Models and Probabilistic Inference
280,Aaron Carroll,"Geometric, Spatial, and Temporal Reasoning"
280,Aaron Carroll,Markov Decision Processes
280,Aaron Carroll,Language Grounding
281,Kelly Richards,Image and Video Generation
281,Kelly Richards,Solvers and Tools
281,Kelly Richards,Non-Monotonic Reasoning
281,Kelly Richards,Explainability and Interpretability in Machine Learning
281,Kelly Richards,Software Engineering
281,Kelly Richards,Physical Sciences
281,Kelly Richards,Classification and Regression
282,Debbie Blair,Human-Aware Planning and Behaviour Prediction
282,Debbie Blair,Representation Learning
282,Debbie Blair,Meta-Learning
282,Debbie Blair,Distributed Machine Learning
282,Debbie Blair,Life Sciences
282,Debbie Blair,Consciousness and Philosophy of Mind
282,Debbie Blair,Learning Theory
283,Sara Meza,Recommender Systems
283,Sara Meza,"Localisation, Mapping, and Navigation"
283,Sara Meza,Other Topics in Planning and Search
283,Sara Meza,Semi-Supervised Learning
283,Sara Meza,Anomaly/Outlier Detection
283,Sara Meza,"Energy, Environment, and Sustainability"
283,Sara Meza,Evolutionary Learning
283,Sara Meza,NLP Resources and Evaluation
284,Ricardo Fritz,Unsupervised and Self-Supervised Learning
284,Ricardo Fritz,Abductive Reasoning and Diagnosis
284,Ricardo Fritz,Mixed Discrete/Continuous Planning
284,Ricardo Fritz,Morality and Value-Based AI
284,Ricardo Fritz,Physical Sciences
284,Ricardo Fritz,Mining Codebase and Software Repositories
284,Ricardo Fritz,Semantic Web
284,Ricardo Fritz,Information Extraction
284,Ricardo Fritz,Machine Learning for Computer Vision
284,Ricardo Fritz,Activity and Plan Recognition
285,John Ellis,Robot Manipulation
285,John Ellis,"Segmentation, Grouping, and Shape Analysis"
285,John Ellis,Federated Learning
285,John Ellis,Constraint Optimisation
285,John Ellis,Other Topics in Humans and AI
285,John Ellis,"Belief Revision, Update, and Merging"
285,John Ellis,Ontologies
285,John Ellis,Syntax and Parsing
285,John Ellis,Quantum Machine Learning
285,John Ellis,Logic Foundations
286,Carol Mckay,Imitation Learning and Inverse Reinforcement Learning
286,Carol Mckay,Sentence-Level Semantics and Textual Inference
286,Carol Mckay,Clustering
286,Carol Mckay,Preferences
286,Carol Mckay,Classification and Regression
286,Carol Mckay,Behavioural Game Theory
286,Carol Mckay,Personalisation and User Modelling
286,Carol Mckay,Arts and Creativity
286,Carol Mckay,Agent Theories and Models
287,Linda Jones,Life Sciences
287,Linda Jones,Multiagent Learning
287,Linda Jones,Planning under Uncertainty
287,Linda Jones,Artificial Life
287,Linda Jones,Real-Time Systems
287,Linda Jones,"AI in Law, Justice, Regulation, and Governance"
287,Linda Jones,Online Learning and Bandits
287,Linda Jones,Environmental Impacts of AI
288,Walter Cruz,Other Topics in Machine Learning
288,Walter Cruz,Real-Time Systems
288,Walter Cruz,Online Learning and Bandits
288,Walter Cruz,Agent-Based Simulation and Complex Systems
288,Walter Cruz,Optimisation in Machine Learning
288,Walter Cruz,Internet of Things
289,Tina Bridges,Bayesian Networks
289,Tina Bridges,Deep Generative Models and Auto-Encoders
289,Tina Bridges,Autonomous Driving
289,Tina Bridges,Ontologies
289,Tina Bridges,Argumentation
289,Tina Bridges,Reasoning about Knowledge and Beliefs
290,Frederick Sheppard,"Localisation, Mapping, and Navigation"
290,Frederick Sheppard,Evolutionary Learning
290,Frederick Sheppard,Human-Machine Interaction Techniques and Devices
290,Frederick Sheppard,Inductive and Co-Inductive Logic Programming
290,Frederick Sheppard,Robot Manipulation
290,Frederick Sheppard,Representation Learning
290,Frederick Sheppard,Philosophical Foundations of AI
291,Julie Newman,Question Answering
291,Julie Newman,Ensemble Methods
291,Julie Newman,Cyber Security and Privacy
291,Julie Newman,Non-Probabilistic Models of Uncertainty
291,Julie Newman,Mining Codebase and Software Repositories
291,Julie Newman,Description Logics
291,Julie Newman,Morality and Value-Based AI
291,Julie Newman,Arts and Creativity
291,Julie Newman,Adversarial Learning and Robustness
292,Bryan Fuller,Distributed CSP and Optimisation
292,Bryan Fuller,Adversarial Learning and Robustness
292,Bryan Fuller,Constraint Learning and Acquisition
292,Bryan Fuller,Ontology Induction from Text
292,Bryan Fuller,Other Topics in Multiagent Systems
292,Bryan Fuller,Computer Vision Theory
292,Bryan Fuller,Smart Cities and Urban Planning
292,Bryan Fuller,Machine Translation
292,Bryan Fuller,Distributed Machine Learning
293,Kayla Reyes,Mining Spatial and Temporal Data
293,Kayla Reyes,Online Learning and Bandits
293,Kayla Reyes,Constraint Programming
293,Kayla Reyes,Text Mining
293,Kayla Reyes,Heuristic Search
293,Kayla Reyes,Graph-Based Machine Learning
293,Kayla Reyes,Marketing
294,Miranda Parker,Summarisation
294,Miranda Parker,Mobility
294,Miranda Parker,Marketing
294,Miranda Parker,Bayesian Networks
294,Miranda Parker,"Face, Gesture, and Pose Recognition"
294,Miranda Parker,Kernel Methods
294,Miranda Parker,Routing
294,Miranda Parker,Classification and Regression
294,Miranda Parker,"Phonology, Morphology, and Word Segmentation"
295,Luis Archer,Adversarial Attacks on CV Systems
295,Luis Archer,Personalisation and User Modelling
295,Luis Archer,"Belief Revision, Update, and Merging"
295,Luis Archer,Summarisation
295,Luis Archer,Knowledge Acquisition and Representation for Planning
295,Luis Archer,Vision and Language
295,Luis Archer,Mobility
295,Luis Archer,Quantum Computing
295,Luis Archer,Agent-Based Simulation and Complex Systems
296,Alex George,Natural Language Generation
296,Alex George,Life Sciences
296,Alex George,Bayesian Learning
296,Alex George,Health and Medicine
296,Alex George,"Human-Computer Teamwork, Team Formation, and Collaboration"
296,Alex George,Distributed CSP and Optimisation
296,Alex George,Knowledge Representation Languages
296,Alex George,Optimisation for Robotics
296,Alex George,Quantum Computing
297,Peggy Rodriguez,Classification and Regression
297,Peggy Rodriguez,Syntax and Parsing
297,Peggy Rodriguez,Neuro-Symbolic Methods
297,Peggy Rodriguez,Mining Spatial and Temporal Data
297,Peggy Rodriguez,Kernel Methods
297,Peggy Rodriguez,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
297,Peggy Rodriguez,Software Engineering
297,Peggy Rodriguez,Bioinformatics
297,Peggy Rodriguez,Active Learning
298,Christopher Jefferson,Logic Foundations
298,Christopher Jefferson,3D Computer Vision
298,Christopher Jefferson,Distributed Machine Learning
298,Christopher Jefferson,Machine Learning for Computer Vision
298,Christopher Jefferson,Lifelong and Continual Learning
298,Christopher Jefferson,Speech and Multimodality
298,Christopher Jefferson,Scalability of Machine Learning Systems
298,Christopher Jefferson,Stochastic Models and Probabilistic Inference
298,Christopher Jefferson,Sports
299,Jeffery Patton,Mining Semi-Structured Data
299,Jeffery Patton,Other Topics in Planning and Search
299,Jeffery Patton,3D Computer Vision
299,Jeffery Patton,Other Topics in Multiagent Systems
299,Jeffery Patton,Preferences
299,Jeffery Patton,Local Search
300,Scott Johnson,Global Constraints
300,Scott Johnson,Qualitative Reasoning
300,Scott Johnson,Education
300,Scott Johnson,Motion and Tracking
300,Scott Johnson,Multilingualism and Linguistic Diversity
300,Scott Johnson,Non-Monotonic Reasoning
301,Dennis Salazar,"Belief Revision, Update, and Merging"
301,Dennis Salazar,Search in Planning and Scheduling
301,Dennis Salazar,Object Detection and Categorisation
301,Dennis Salazar,Lifelong and Continual Learning
301,Dennis Salazar,Physical Sciences
302,Angelica Lopez,Biometrics
302,Angelica Lopez,Other Topics in Humans and AI
302,Angelica Lopez,Robot Rights
302,Angelica Lopez,Economic Paradigms
302,Angelica Lopez,Non-Probabilistic Models of Uncertainty
302,Angelica Lopez,Human-Robot/Agent Interaction
302,Angelica Lopez,Scalability of Machine Learning Systems
302,Angelica Lopez,Knowledge Compilation
303,Jennifer Gomez,Web and Network Science
303,Jennifer Gomez,Constraint Programming
303,Jennifer Gomez,"Energy, Environment, and Sustainability"
303,Jennifer Gomez,Mechanism Design
303,Jennifer Gomez,Speech and Multimodality
303,Jennifer Gomez,Real-Time Systems
304,Terry Owens,Health and Medicine
304,Terry Owens,Machine Learning for Computer Vision
304,Terry Owens,Language Grounding
304,Terry Owens,Active Learning
304,Terry Owens,Markov Decision Processes
304,Terry Owens,Machine Learning for NLP
305,Richard Smith,Deep Neural Network Architectures
305,Richard Smith,Computer Vision Theory
305,Richard Smith,Other Topics in Natural Language Processing
305,Richard Smith,Machine Learning for Computer Vision
